"doi","article_id","title","year","license_url","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date"
"10.1177/09567976211028978","09567976211028978","Resourceful Actors, Not Weak Victims: Reframing Refugees’ Stigmatized Identity Enhances Long-Term Academic Engagement","2021","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976211028978.pdf","xml/psychsci_oa.09567976211028978.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211030630","09567976211030630","Naturalistic Face Learning in Infants and Adults","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976211030630.pdf","xml/psychsci_oa.09567976211030630.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211031847","09567976211031847","The Psychological Burden of the COVID-19 Pandemic Is Associated With Antisystemic Attitudes and Political Violence","2021","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976211031847.pdf","xml/psychsci_oa.09567976211031847.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211032224","09567976211032224","Copy the In-group: Group Membership Trumps Perceived Reliability, Warmth, and Competence in a Social-Learning Task","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211032224.pdf","xml/psychsci_oa.09567976211032224.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211032676","09567976211032676","Scene Context Impairs Perception of Semantically Congruent Objects","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211032676.pdf","xml/psychsci_oa.09567976211032676.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211034501","09567976211034501","Uncertainty and Prior Assumptions, Rather Than Innate Logarithmic Encoding, Explain Nonlinear Number-to-Space Mapping","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976211034501.pdf","xml/psychsci_oa.09567976211034501.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211037971","09567976211037971","Acting Like a Baby Boomer? Birth-Cohort Differences in Adults’ Personality Trajectories During the Last Half a Century","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976211037971.pdf","xml/psychsci_oa.09567976211037971.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211040491","09567976211040491","Behavioral Consistency in the Digital Age","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211040491.pdf","xml/psychsci_oa.09567976211040491.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211040803","09567976211040803","Moral Frames Are Persuasive and Moralize Attitudes; Nonmoral Frames Are Persuasive and De-Moralize Attitudes","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211040803.pdf","xml/psychsci_oa.09567976211040803.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211043426","09567976211043426","Computational Methods for Predicting and Understanding Food Judgment","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211043426.pdf","xml/psychsci_oa.09567976211043426.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211043428","09567976211043428","The Cognition/Metacognition Trade-Off","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976211043428.pdf","xml/psychsci_oa.09567976211043428.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211046884","09567976211046884","The Importance of Random Slopes in Mixed Models for Bayesian Hypothesis Testing","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976211046884.pdf","xml/psychsci_oa.09567976211046884.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211048485","09567976211048485","Eliminating the Low-Prevalence Effect in Visual Search With a Remarkably Simple Strategy","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976211048485.pdf","xml/psychsci_oa.09567976211048485.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211049439","09567976211049439","Says Who? Credibility Effects in Self-Verification Strivings","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976211049439.pdf","xml/psychsci_oa.09567976211049439.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211051272","09567976211051272","Racial Bias in Police Traffic Stops: White Residents’ County-Level Prejudice and Stereotypes Are Related to Disproportionate Stopping of Black Drivers","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976211051272.pdf","xml/psychsci_oa.09567976211051272.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211052476","09567976211052476","Sustained Stress Reduces the Age Advantages in Emotional Experience of Older Adults: Commentary on Carstensen et al. (2020)","2021","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211052476.pdf","xml/psychsci_oa.09567976211052476.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211055375","09567976211055375","Working Memory Content Is Distorted by Its Use in Perceptual Comparisons","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211055375.pdf","xml/psychsci_oa.09567976211055375.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211059801","09567976211059801","The Language of Social Touch Is Intuitive and Quantifiable","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211059801.pdf","xml/psychsci_oa.09567976211059801.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211061321","09567976211061321","Taking a Disagreeing Perspective Improves the Accuracy of People’s Quantitative Estimates","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211061321.pdf","xml/psychsci_oa.09567976211061321.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211068045","09567976211068045","Little Support for Discrete Item Limits in Visual Working Memory","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211068045.pdf","xml/psychsci_oa.09567976211068045.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211068070","09567976211068070","Human Echolocators Have Better Localization Off Axis","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976211068070.pdf","xml/psychsci_oa.09567976211068070.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976211068880","09567976211068880","I Hear My Voice; Therefore I Spoke: The Sense of Agency Over Speech Is Enhanced by Hearing One’s Own Voice","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976211068880.pdf","xml/psychsci_oa.09567976211068880.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621991137","0956797621991137","How Long Does It Take for a Voice to Become Familiar? Speech Intelligibility and Voice Recognition Are Differentially Sensitive to Voice Training","2021","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.0956797621991137.pdf","xml/psychsci_oa.0956797621991137.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621991548","0956797621991548","Exploring the Facets of Emotional Episodic Memory: Remembering “What,” “When,” and “Which”","2021","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.0956797621991548.pdf","xml/psychsci_oa.0956797621991548.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621993107","0956797621993107","Beyond the Shape of Things: Infants Can Be Taught to Generalize Nouns by Objects’ Functions","2021","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.0956797621993107.pdf","xml/psychsci_oa.0956797621993107.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621993108","0956797621993108","The Bilingual Advantage in Children’s Executive Functioning Is Not Related to Language Status: A Meta-Analytic Review","2021","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.0956797621993108.pdf","xml/psychsci_oa.0956797621993108.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621995197","0956797621995197","Let’s Talk About Each Other: Neural Responses to Dissenting Personality Evaluations Based on Real Dyadic Interactions","2021","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.0956797621995197.pdf","xml/psychsci_oa.0956797621995197.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621995202","0956797621995202","The Experience of Empathy in Everyday Life","2021","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.0956797621995202.pdf","xml/psychsci_oa.0956797621995202.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621996659","0956797621996659","What Is Time Good for in Working Memory?",NA,"https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.0956797621996659.pdf","xml/psychsci_oa.0956797621996659.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621996660","0956797621996660","Search for the Unknown: Guidance of Visual Search in the Absence of an Active Template","2021","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.0956797621996660.pdf","xml/psychsci_oa.0956797621996660.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621996667","0956797621996667","Charged With a Crime: The Neuronal Signature of Processing Negatively Evaluated Faces Under Different Attentional Conditions",NA,"https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.0956797621996667.pdf","xml/psychsci_oa.0956797621996667.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621997350","0956797621997350","Sex, Drugs, and Genes: Illuminating the Moral Condemnation of Recreational Drugs","2021","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.0956797621997350.pdf","xml/psychsci_oa.0956797621997350.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621997366","0956797621997366","Mind-Body Practices and Self-Enhancement: Direct Replications of Gebauer et al.’s (2018) Experiments 1 and 2","2021","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.0956797621997366.pdf","xml/psychsci_oa.0956797621997366.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/0956797621998312","0956797621998312","Psychological Drivers of Individual Differences in Risk Perception: A Systematic Case Study Focusing on 5G",NA,"https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.0956797621998312.pdf","xml/psychsci_oa.0956797621998312.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221079633","09567976221079633","Psychosocial Resilience to Inflammation-Associated Depression: A Prospective Study of Breast-Cancer Survivors",NA,"https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221079633.pdf","xml/psychsci_oa.09567976221079633.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221082637","09567976221082637","Choice Boosts Curiosity","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221082637.pdf","xml/psychsci_oa.09567976221082637.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221082938","09567976221082938","The Evolution of Cognitive Control in Lemurs","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221082938.pdf","xml/psychsci_oa.09567976221082938.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221082941","09567976221082941","Changes in the Prevalence of Thin Bodies Bias Young Women’s Judgments About Body Size","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221082941.pdf","xml/psychsci_oa.09567976221082941.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221083219","09567976221083219","Scientific-Consensus Communication About Contested Science: A Preregistered Meta-Analysis","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221083219.pdf","xml/psychsci_oa.09567976221083219.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221083322","09567976221083322","Do Positive Psychological Factors Equally Predict Resistance to Upper Respiratory Infections in African and European Americans?","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221083322.pdf","xml/psychsci_oa.09567976221083322.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221085501","09567976221085501","The Social Effects of an Awesome Solar Eclipse","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221085501.pdf","xml/psychsci_oa.09567976221085501.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221086513","09567976221086513","Fear in the Theater of the Mind: Differential Fear Conditioning With Imagined Stimuli","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221086513.pdf","xml/psychsci_oa.09567976221086513.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221089599","09567976221089599","Perceptual and Cognitive Judgments Show Both Anchoring and Repulsion","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221089599.pdf","xml/psychsci_oa.09567976221089599.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221091838","09567976221091838","Auxiliary Scene-Context Information Provided by Anchor Objects Guides Attention and Locomotion in Natural Search Behavior","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221091838.pdf","xml/psychsci_oa.09567976221091838.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221092726","09567976221092726","Experience of Playing a Musical Instrument and Lifetime Change in General Cognitive Ability: Evidence From the Lothian Birth Cohort 1936","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221092726.pdf","xml/psychsci_oa.09567976221092726.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221094036","09567976221094036","Stepping Up to the Mic: Gender Gaps in Participation in Live Question-and-Answer Sessions at Academic Conferences","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221094036.pdf","xml/psychsci_oa.09567976221094036.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221094630","09567976221094630","No Evidence That Siblings’ Gender Affects Personality Across Nine Countries","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221094630.pdf","xml/psychsci_oa.09567976221094630.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221094782","09567976221094782","The Games We Play: Prosocial Choices Under Time Pressure Reflect Context-Sensitive Information Priorities","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221094782.pdf","xml/psychsci_oa.09567976221094782.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221097499","09567976221097499","Do Open-Science Badges Increase Trust in Scientists Among Undergraduates, Scientists, and the Public?","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221097499.pdf","xml/psychsci_oa.09567976221097499.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221098595","09567976221098595","The Relative Importance of Joke and Audience Characteristics in Eliciting Amusement","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221098595.pdf","xml/psychsci_oa.09567976221098595.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221100264","09567976221100264","Cognitive Change Before Old Age (11 to 70) Predicts Cognitive Change During Old Age (70 to 82)","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221100264.pdf","xml/psychsci_oa.09567976221100264.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221101045","09567976221101045","Testing Deprivation and Threat: A Preregistered Network Analysis of the Dimensions of Early Adversity","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221101045.pdf","xml/psychsci_oa.09567976221101045.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221101315","09567976221101315","Stress and Stress-Induced Glucocorticoids Facilitate Empathic Accuracy in Men but Have No Effects for Women","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221101315.pdf","xml/psychsci_oa.09567976221101315.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221104037","09567976221104037","Anticipatory Threat Mitigates the Breakdown of Group Cooperation","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221104037.pdf","xml/psychsci_oa.09567976221104037.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221105459","09567976221105459","Recognition of Masked Faces in the Era of the Pandemic: No Improvement Despite Extensive Natural Exposure","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221105459.pdf","xml/psychsci_oa.09567976221105459.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221105460","09567976221105460","Flavor Sensing in Utero and Emerging Discriminative Behaviors in the Human Fetus","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221105460.pdf","xml/psychsci_oa.09567976221105460.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221109134","09567976221109134","Shape of U: The Nonmonotonic Relationship Between Object–Location Memory and Expectedness","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221109134.pdf","xml/psychsci_oa.09567976221109134.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221113764","09567976221113764","Bilingual Language Experience and Its Effect on Conflict Adaptation in Reactive Inhibitory Control Tasks","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221113764.pdf","xml/psychsci_oa.09567976221113764.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221114055","09567976221114055","Attention Shifts to More Complex Structures With Experience","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221114055.pdf","xml/psychsci_oa.09567976221114055.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221116816","09567976221116816","Prenatal Programming of Behavior Problems via Second-by-Second Infant Emotion Dynamics","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221116816.pdf","xml/psychsci_oa.09567976221116816.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221116892","09567976221116892","Estranged and Unhappy? Examining the Dynamics of Personal and Relationship Well-Being Surrounding Infidelity","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221116892.pdf","xml/psychsci_oa.09567976221116892.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221116893","09567976221116893","The Dispositional Essence of Proactive Social Preferences: The Dark Core of Personality vis-à-vis 58 Traits","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221116893.pdf","xml/psychsci_oa.09567976221116893.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221118541","09567976221118541","Today’s Older Adults Are Cognitively Fitter Than Older Adults Were 20 Years Ago, but When and How They Decline Is No Different Than in the Past","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221118541.pdf","xml/psychsci_oa.09567976221118541.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221119391","09567976221119391","Test Anxiety Does Not Predict Exam Performance When Knowledge Is Controlled For: Strong Evidence Against the Interference Hypothesis of Test Anxiety","2022","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221119391.pdf","xml/psychsci_oa.09567976221119391.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221119727","09567976221119727","Placebo Analgesia Reduces Costly Prosocial Helping to Lower Another Person’s Pain","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221119727.pdf","xml/psychsci_oa.09567976221119727.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221120001","09567976221120001","Temporal Construal Effects Are Independent of Episodic Future Thought","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221120001.pdf","xml/psychsci_oa.09567976221120001.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221121348","09567976221121348","What You See Is What You Hear: Sounds Alter the Contents of Visual Perception","2022","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221121348.pdf","xml/psychsci_oa.09567976221121348.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221122760","09567976221122760","Socially Stratified Epigenetic Profiles Are Associated With Cognitive Functioning in Children and Adolescents","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221122760.pdf","xml/psychsci_oa.09567976221122760.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221131519","09567976221131519","From the Viscera to First Impressions: Phase-Dependent Cardio-Visual Signals Bias the Perceived Trustworthiness of Faces","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221131519.pdf","xml/psychsci_oa.09567976221131519.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221131520","09567976221131520","From Pictures to the People in Them: Averaging Within-Person Variability Leads to Face Familiarization","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221131520.pdf","xml/psychsci_oa.09567976221131520.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221134476","09567976221134476","Preferential Attraction Effects With Visual Stimuli: The Role of Quantitative Versus Qualitative Visual Attributes","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976221134476.pdf","xml/psychsci_oa.09567976221134476.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221140326","09567976221140326","Chimpanzee and Human Risk Preferences Show Key Similarities","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221140326.pdf","xml/psychsci_oa.09567976221140326.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221140341","09567976221140341","Predictive Processing of Scene Layout Depends on Naturalistic Depth of Field","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221140341.pdf","xml/psychsci_oa.09567976221140341.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221140828","09567976221140828","What’s in a Badge? A Computational Reproducibility Investigation of the Open Data Badge Policy in One Issue of
                    <i>Psychological Science</i>","2023","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976221140828.pdf","xml/psychsci_oa.09567976221140828.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221145316","09567976221145316","Lonely Individuals Process the World in Idiosyncratic Ways","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976221145316.pdf","xml/psychsci_oa.09567976221145316.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221147258","09567976221147258","On How to Be Liked in First Encounters: The Effects of Agentic and Communal Behaviors on Popularity and Unique Liking","2023","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976221147258.pdf","xml/psychsci_oa.09567976221147258.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221147259","09567976221147259","The Role of Beta Oscillations in Mental Time Travel","2023","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976221147259.pdf","xml/psychsci_oa.09567976221147259.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976221150616","09567976221150616","Awe Sparks Prosociality in Children","2023","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976221150616.pdf","xml/psychsci_oa.09567976221150616.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231151581","09567976231151581","Impaired and Spared Auditory Category Learning in Developmental Dyslexia","2023","https://creativecommons.org/licenses/by-nc/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976231151581.pdf","xml/psychsci_oa.09567976231151581.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231154804","09567976231154804","Statistical Learning Within Objects","2023","https://creativecommons.org/licenses/by/4.0/ | https://journals.sagepub.com/page/policies/text-and-data-mining-license","pdf/psychsci_oa.09567976231154804.pdf","xml/psychsci_oa.09567976231154804.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231156413","09567976231156413","Homeostatic Regulation of Energetic Arousal During Acute Social Isolation: Evidence From the Lab and the Field","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976231156413.pdf","xml/psychsci_oa.09567976231156413.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231156793","09567976231156793","No Appreciable Effect of Education on Aging-Associated Declines in Cognition: A 20-Year Follow-Up Study","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976231156793.pdf","xml/psychsci_oa.09567976231156793.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231158288","09567976231158288","Food Is All Around: How Contexts Create Misbeliefs About the Health–Taste Relationship","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976231158288.pdf","xml/psychsci_oa.09567976231158288.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231158570","09567976231158570","Just Dead, Not Alive: Reconsidering Belief in Contradictory Conspiracy Theories","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976231158570.pdf","xml/psychsci_oa.09567976231158570.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231160098","09567976231160098","Toward Antifragility: Social Defeat Stress Enhances Learning and Memory in Young Mice Via Hippocampal Synaptosome Associated Protein 25","2023","https://creativecommons.org/licenses/by-nc/4.0/","pdf/psychsci_oa.09567976231160098.pdf","xml/psychsci_oa.09567976231160098.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231160702","09567976231160702","Intelligence Polygenic Score Is More Predictive of Crystallized Measures: Evidence From the Adolescent Brain Cognitive Development (ABCD) Study","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976231160702.pdf","xml/psychsci_oa.09567976231160702.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231161565","09567976231161565","The Time Course of Person Perception From Voices: A Behavioral Study","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976231161565.pdf","xml/psychsci_oa.09567976231161565.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
"10.1177/09567976231164553","09567976231164553","Younger Than Ever? Subjective Age Is Becoming Younger and Remains More Stable in Middle-Age and Older Adults Today","2023","https://creativecommons.org/licenses/by/4.0/","pdf/psychsci_oa.09567976231164553.pdf","xml/psychsci_oa.09567976231164553.xml","TRUE","TRUE",TRUE,"0.9","2026-06-20"
