"doi","article_id","title","year","pdf_file","xml_file","pdf_exists","xml_exists","in_rds","grobid_version","conversion_date","license"
"10.1186/s12903-017-0332-2","s1290301703322","The influence of adding modified zirconium oxide-titanium dioxide nano-particles on mechanical properties of orthodontic adhesive: an in vitro study",2017,"pdf/bmcoral.s1290301703322.pdf","xml/bmcoral.s1290301703322.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0327-4","s1290301603274","Relationship between risk assessment and payment models in Swedish Public Dental Service: a prospective study",2017,"pdf/bmcoral.s1290301603274.pdf","xml/bmcoral.s1290301603274.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0335-z","s129030170335z","Association between Low blood lead levels and increased risk of dental caries in children: a cross-sectional study",2017,"pdf/bmcoral.s129030170335z.pdf","xml/bmcoral.s129030170335z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0370-9","s1290301703709","Inequality in unmet dental care needs among South Korean adults",2017,"pdf/bmcoral.s1290301703709.pdf","xml/bmcoral.s1290301703709.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0364-7","s1290301703647","Use of oral health care services in Finnish adults – results from the cross-sectional Health 2000 and 2011 Surveys",2017,"pdf/bmcoral.s1290301703647.pdf","xml/bmcoral.s1290301703647.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0430-1","s1290301704301","Could cone-beam computed tomography demonstrate the lateral accessory canals?",2017,"pdf/bmcoral.s1290301704301.pdf","xml/bmcoral.s1290301704301.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0416-z","s129030170416z","How effective is collagen resorbable membrane placement after partially impacted mandibular third molar surgery on postoperative morbidity? A prospective randomized comparative study",2017,"pdf/bmcoral.s129030170416z.pdf","xml/bmcoral.s129030170416z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0367-4","s1290301703674","Effect of patient anxiety on image motion artefacts in CBCT",2017,"pdf/bmcoral.s1290301703674.pdf","xml/bmcoral.s1290301703674.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0339-8","s1290301703398","Effect of removable functional appliances on mandibular length in patients with class II with retrognathism: systematic review and meta-analysis",2017,"pdf/bmcoral.s1290301703398.pdf","xml/bmcoral.s1290301703398.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0369-2","s1290301703692","Effects of periodontal treatment on the medical status of patients with type 2 diabetes mellitus: a pilot study",2017,"pdf/bmcoral.s1290301703692.pdf","xml/bmcoral.s1290301703692.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0336-y","s129030170336y","Waist circumference and waist-to-height ratio are associated with periodontal pocketing—results of the Health 2000 Survey",2017,"pdf/bmcoral.s129030170336y.pdf","xml/bmcoral.s129030170336y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0366-5","s1290301703665","Knowledge about preventive dentistry versus self-reported competence in providing preventive oral healthcare – a study among Nepalese dentists",2017,"pdf/bmcoral.s1290301703665.pdf","xml/bmcoral.s1290301703665.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0406-1","s1290301704061","Genotypic diversity and phenotypic traits of Streptococcus mutans isolates and their relation to severity of early childhood caries",2017,"pdf/bmcoral.s1290301704061.pdf","xml/bmcoral.s1290301704061.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0404-3","s1290301704043","Digital evaluation of nasal changes induced by rapid maxillary expansion with different anchorage and appliance design",2017,"pdf/bmcoral.s1290301704043.pdf","xml/bmcoral.s1290301704043.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0396-z","s129030170396z","Evaluation of the safety and efficiency of novel metallic implant scaler tips manufactured by the powder injection molding technique",2017,"pdf/bmcoral.s129030170396z.pdf","xml/bmcoral.s129030170396z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0385-2","s1290301703852","Oral health knowledge, behaviors and parental practices among rural–urban migrant children in Guangzhou: a follow-up study",2017,"pdf/bmcoral.s1290301703852.pdf","xml/bmcoral.s1290301703852.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0450-x","s129030170450x","Evaluation of serum zinc levels in patients with recurrent aphthous stomatitis (RAS)",2017,"pdf/bmcoral.s129030170450x.pdf","xml/bmcoral.s129030170450x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0360-y","s129030170360y","Profiling intraoral neuropathic disturbances following lingual nerve injury and in burning mouth syndrome",2017,"pdf/bmcoral.s129030170360y.pdf","xml/bmcoral.s129030170360y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0343-z","s129030170343z","Temporal relationship between dysthymia and temporomandibular disorder: a population-based matched case-control study in Taiwan",2017,"pdf/bmcoral.s129030170343z.pdf","xml/bmcoral.s129030170343z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0338-9","s1290301703389","Do children’s previous dental experience and fear affect their perceived oral health-related quality of life (OHRQoL)?",2017,"pdf/bmcoral.s1290301703389.pdf","xml/bmcoral.s1290301703389.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0438-6","s1290301704386","Prevalence of Epstein-Barr virus DNA and Porphyromonas gingivalis in Japanese peri-implantitis patients",2017,"pdf/bmcoral.s1290301704386.pdf","xml/bmcoral.s1290301704386.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0373-6","s1290301703736","L-mimosine and hypoxia can increase angiogenin production in dental pulp-derived cells",2017,"pdf/bmcoral.s1290301703736.pdf","xml/bmcoral.s1290301703736.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0359-4","s1290301703594","Effect of cigarette smoking on subgingival bacteria in healthy subjects and patients with chronic periodontitis",2017,"pdf/bmcoral.s1290301703594.pdf","xml/bmcoral.s1290301703594.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-016-0331-8","s1290301603318","Prevalence of oral manifestations in children and adolescents with cancer submitted to chemotherapy",2017,"pdf/bmcoral.s1290301603318.pdf","xml/bmcoral.s1290301603318.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0435-9","s1290301704359","Cervical metastasis of gingival carcinoma misdiagnosed as branchiogenic carcinoma, a rare entity - report of a case and review of literature",2017,"pdf/bmcoral.s1290301704359.pdf","xml/bmcoral.s1290301704359.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0429-7","s1290301704297","Apical periodontitis in southern Estonian population: prevalence and associations with quality of root canal fillings and coronal restorations",2017,"pdf/bmcoral.s1290301704297.pdf","xml/bmcoral.s1290301704297.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0409-y","s129030170409y","Association among oral symptoms, oral health-related quality of life, and health-related quality of life in a sample of adults living with HIV/AIDS in Malaysia",2017,"pdf/bmcoral.s129030170409y.pdf","xml/bmcoral.s129030170409y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0419-9","s1290301704199","Effect of mouthrinses on color stability of monolithic zirconia and feldspathic ceramic: an in vitro study",2017,"pdf/bmcoral.s1290301704199.pdf","xml/bmcoral.s1290301704199.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0381-6","s1290301703816","Effects of platelet rich plasma (PRP) on human gingival fibroblast, osteoblast and periodontal ligament cell behaviour",2017,"pdf/bmcoral.s1290301703816.pdf","xml/bmcoral.s1290301703816.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0446-6","s1290301704466","Dental and medical health status and oral health knowledge among visually impaired and sighted female schoolchildren in Riyadh: a comparative study",2017,"pdf/bmcoral.s1290301704466.pdf","xml/bmcoral.s1290301704466.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0418-x","s129030170418x","Normative prosthodontic care need: does it impact the daily life of young Saudis with high level of oral diseases? A cross sectional study",2017,"pdf/bmcoral.s129030170418x.pdf","xml/bmcoral.s129030170418x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0617-0","s1290301806170","Morphology of palatally displaced canines and adjacent teeth, a 3-D evaluation from cone-beam computed tomographic images",2018,"pdf/bmcoral.s1290301806170.pdf","xml/bmcoral.s1290301806170.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0639-7","s1290301806397","The dental perspective on osteogenesis imperfecta in a Danish adult population",2018,"pdf/bmcoral.s1290301806397.pdf","xml/bmcoral.s1290301806397.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0619-y","s129030180619y","Misconceptions and traditional practices towards infant teething symptoms among mothers in Southwest Ethiopia",2018,"pdf/bmcoral.s129030180619y.pdf","xml/bmcoral.s129030180619y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0479-5","s1290301804795","Effects of nonsurgical periodontal treatment on glycated haemoglobin on type 2 diabetes patients (PARODIA 1 study): a randomized controlled trial in a sub-Saharan Africa population",2018,"pdf/bmcoral.s1290301804795.pdf","xml/bmcoral.s1290301804795.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0636-x","s129030180636x","A prospective clinical study to evaluate the performance of zirconium dioxide dental implants in single-tooth edentulous area: 3-year follow-up",2018,"pdf/bmcoral.s129030180636x.pdf","xml/bmcoral.s129030180636x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0510-x","s129030180510x","Clinical factors affecting salivary transferrin level, a marker of blood contamination in salivary analysis",2018,"pdf/bmcoral.s129030180510x.pdf","xml/bmcoral.s129030180510x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0658-4","s1290301806584","Cariogenicity of Candida albicans of distinct genotypes among 3-5-year-old Uygur children in Kashgar, China- a case-control study",2018,"pdf/bmcoral.s1290301806584.pdf","xml/bmcoral.s1290301806584.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0696-y","s129030180696y","Psychological problems and quality of life of patients with oral mucosal diseases: a preliminary study in Chinese population",2018,"pdf/bmcoral.s129030180696y.pdf","xml/bmcoral.s129030180696y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0605-4","s1290301806054","Oral health and health-related quality of life in HIV patients",2018,"pdf/bmcoral.s1290301806054.pdf","xml/bmcoral.s1290301806054.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0497-3","s1290301804973","Temporomandibular disorders and psychosocial status in osteogenesis imperfecta - a cross-sectional study",2018,"pdf/bmcoral.s1290301804973.pdf","xml/bmcoral.s1290301804973.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0516-4","s1290301805164","Consequences of early extraction of compromised first permanent molar: a systematic review",2018,"pdf/bmcoral.s1290301805164.pdf","xml/bmcoral.s1290301805164.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0550-2","s1290301805502","Perceptions and attitudes toward performing risk assessment for periodontal disease: a focus group exploration",2018,"pdf/bmcoral.s1290301805502.pdf","xml/bmcoral.s1290301805502.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0489-3","s1290301804893","Finish line distinctness and accuracy in 7 intraoral scanners versus conventional impression: an in vitro descriptive comparison",2018,"pdf/bmcoral.s1290301804893.pdf","xml/bmcoral.s1290301804893.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0604-5","s1290301806045","Cost-effectiveness of molar single-implant versus fixed dental prosthesis",2018,"pdf/bmcoral.s1290301806045.pdf","xml/bmcoral.s1290301806045.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0482-x","s129030180482x","Cross-cultural adaptation and validation of the child perceptions questionnaire (CPQ11–14) among children in Lebanon",2018,"pdf/bmcoral.s129030180482x.pdf","xml/bmcoral.s129030180482x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0483-9","s1290301804839","Association between COX2 -765G/C polymorphism and periodontitis in Chinese population: a meta-analysis",2018,"pdf/bmcoral.s1290301804839.pdf","xml/bmcoral.s1290301804839.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0539-x","s129030180539x","Patient awareness/knowledge towards oral cancer: a cross-sectional survey",2018,"pdf/bmcoral.s129030180539x.pdf","xml/bmcoral.s129030180539x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0485-7","s1290301804857","Cost-effectiveness analysis of a school-based dental caries prevention program using fluoridated milk in Bangkok, Thailand",2018,"pdf/bmcoral.s1290301804857.pdf","xml/bmcoral.s1290301804857.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0512-8","s1290301805128","Matrix metalloproteinase-8 levels in oral samples as a biomarker for periodontitis in the Chinese population: an observational study",2018,"pdf/bmcoral.s1290301805128.pdf","xml/bmcoral.s1290301805128.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0552-0","s1290301805520","Effects of dental treatment and systemic disease on oral health-related quality of life in Korean pediatric patients",2018,"pdf/bmcoral.s1290301805520.pdf","xml/bmcoral.s1290301805520.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0481-y","s129030180481y","IL-13 -1112 polymorphism and periodontitis susceptibility: a meta-analysis",2018,"pdf/bmcoral.s129030180481y.pdf","xml/bmcoral.s129030180481y.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0490-x","s129030180490x","Reasons for reported suspicion of child maltreatment and responses from the child welfare - a cross-sectional study of Norwegian public dental health personnel",2018,"pdf/bmcoral.s129030180490x.pdf","xml/bmcoral.s129030180490x.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0530-6","s1290301805306","Factors that cause endodontic failures in general practices in Japan",2018,"pdf/bmcoral.s1290301805306.pdf","xml/bmcoral.s1290301805306.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0567-6","s1290301805676","Distribution of biopsied non plaque-induced gingival lesions in a Chilean population according to the classification of periodontal diseases",2018,"pdf/bmcoral.s1290301805676.pdf","xml/bmcoral.s1290301805676.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0560-0","s1290301805600","Using focus groups to design systems science models that promote oral health equity",2018,"pdf/bmcoral.s1290301805600.pdf","xml/bmcoral.s1290301805600.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0565-8","s1290301805658","Deciduous dental caries status and associated risk factors among preschool children in Xuhui District of Shanghai, China",2018,"pdf/bmcoral.s1290301805658.pdf","xml/bmcoral.s1290301805658.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0531-5","s1290301805315","An observation on the severity of periodontal disease in past cigarette smokers suffering from rheumatoid arthritis- evidence for a long-term effect of cigarette smoke exposure?",2018,"pdf/bmcoral.s1290301805315.pdf","xml/bmcoral.s1290301805315.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0664-6","s1290301806646","Oral diseases and socio-demographic factors in adolescents living in Maasai population areas of Tanzania: a cross-sectional study",2018,"pdf/bmcoral.s1290301806646.pdf","xml/bmcoral.s1290301806646.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0540-4","s1290301805404","E-learning or educational leaflet: does it make a difference in oral health promotion? A clustered randomized trial",2018,"pdf/bmcoral.s1290301805404.pdf","xml/bmcoral.s1290301805404.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0655-7","s1290301806557","The effect of smear layer removal on E. faecalis leakage and bond strength of four resin-based root canal sealers",2018,"pdf/bmcoral.s1290301806557.pdf","xml/bmcoral.s1290301806557.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0612-5","s1290301806125","The knowledge and use of population-based methods for caries detection",2018,"pdf/bmcoral.s1290301806125.pdf","xml/bmcoral.s1290301806125.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0618-z","s129030180618z","Effects of dynamic aging on the wear and fracture strength of monolithic zirconia restorations",2018,"pdf/bmcoral.s129030180618z.pdf","xml/bmcoral.s129030180618z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0585-4","s1290301805854","Are standardized caries risk assessment models effective in assessing actual caries status and future caries increment? A systematic review",2018,"pdf/bmcoral.s1290301805854.pdf","xml/bmcoral.s1290301805854.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0519-1","s1290301805191","Impaction of lower third molars and their association with age: radiological perspectives",2018,"pdf/bmcoral.s1290301805191.pdf","xml/bmcoral.s1290301805191.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0675-3","s1290301806753","Extensive dental caries in a HIV positive adult patient on ART; case report and literature review",2018,"pdf/bmcoral.s1290301806753.pdf","xml/bmcoral.s1290301806753.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0580-9","s1290301805809","A novel in vivo method to evaluate trueness of digital impressions",2018,"pdf/bmcoral.s1290301805809.pdf","xml/bmcoral.s1290301805809.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0500-z","s129030180500z","Investigating the association between stress, saliva and dental caries: a scoping review",2018,"pdf/bmcoral.s129030180500z.pdf","xml/bmcoral.s129030180500z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0535-1","s1290301805351","Assessment of oral health and cost of care for a group of refugees in Germany: a cross-sectional study",2018,"pdf/bmcoral.s1290301805351.pdf","xml/bmcoral.s1290301805351.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0650-z","s129030180650z","The effectiveness of Dental Health Support Workers at linking families with primary care dental practices: a population-wide data linkage cohort study",2018,"pdf/bmcoral.s129030180650z.pdf","xml/bmcoral.s129030180650z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-017-0471-5","s1290301704715","Prevalence of gingivitis and calculus in 12-year-old Puerto Ricans: a cross-sectional study",2018,"pdf/bmcoral.s1290301704715.pdf","xml/bmcoral.s1290301704715.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0521-7","s1290301805217","What is the influence of tonsillectomy on the level of periodontal pathogens on the tongue dorsum and in periodontal pockets",2018,"pdf/bmcoral.s1290301805217.pdf","xml/bmcoral.s1290301805217.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0621-4","s1290301806214","Direct resin composite restoration of maxillary central incisors using a 3D-printed template: two clinical cases",2018,"pdf/bmcoral.s1290301806214.pdf","xml/bmcoral.s1290301806214.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0509-3","s1290301805093","Evaluation of the effects of different sand particles that used in dental implant roughened for osseointegration",2018,"pdf/bmcoral.s1290301805093.pdf","xml/bmcoral.s1290301805093.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0553-z","s129030180553z","Children’s dental fear and anxiety: exploring family related factors",2018,"pdf/bmcoral.s129030180553z.pdf","xml/bmcoral.s129030180553z.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0559-6","s1290301805596","Novel caries loci in children and adults implicated by genome-wide analysis of families",2018,"pdf/bmcoral.s1290301805596.pdf","xml/bmcoral.s1290301805596.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0657-5","s1290301806575","Caries-related risk factors of obesity among 18-year-old adolescents in Hong Kong: a cross-sectional study nested in a cohort study",2018,"pdf/bmcoral.s1290301806575.pdf","xml/bmcoral.s1290301806575.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0478-6","s1290301804786","Dental caries prevention strategies among children and adolescents with immigrant - or low socioeconomic backgrounds- do they work? A systematic review",2018,"pdf/bmcoral.s1290301804786.pdf","xml/bmcoral.s1290301804786.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0670-8","s1290301806708","Parental–Caregivers Perceptions Questionnaire (P-CPQ): translation and evaluation of psychometric properties of the French version of the questionnaire",2018,"pdf/bmcoral.s1290301806708.pdf","xml/bmcoral.s1290301806708.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
"10.1186/s12903-018-0595-2","s1290301805952","Are the mutans streptococci still considered relevant to understanding the microbial etiology of dental caries?",2018,"pdf/bmcoral.s1290301805952.pdf","xml/bmcoral.s1290301805952.xml",TRUE,TRUE,TRUE,"0.9","2026-06-19","Varies by article (mostly CC-BY 4.0; some CC-BY-NC-ND) -- check individual article"
